Year	Sector	SS	Hex	Name	UWP	Bases	Remarks	Zone	PBG	Allegiance	Stars	{Ix}	(Ex)	[Cx]	Nobility	W	RU
1900	Farf	A	0301	Iajerekl	E548000-6	 	    Di 		004	Wild	M0 V M6 V D	-3	(800-2)	[0000]	B	8	-16

1105	Farf	A	0308	Drprent	E534000-0	 	    Ba 	A	013	ZhIN	G7 III M2 V	-2	(900-2)	[0000]	B	10	-18
1240	Farf	A	0308	Drprent	E534000-0	 	    Ba 		013	Wild	G7 III M2 V	-3	(900+1)	[0000]	B	10	9
1508	Farf	A	0308	Drprent	E534000-0	 	    Ba 		013	Wild	G7 III M2 V	-3	(900+4)	[0000]	B	10	36
1900	Farf	A	0308	Drprent	E534000-0	 	    Ba 		013	Wild	G7 III M2 V	-3	(900-5)	[0000]	B	10	-45

1105	Farf	A	0310	Pie'a	C20069A-9	 	  Na Ni Va 		100	ZhIN	M4 II M0 V	-1	(853+1)	[857B]	B	7	120
1240	Farf	A	0310	Pie'a	C200542-8	 	   Ni Va 		500	Wild	M4 II M0 V	-2	(843-1)	[3366]	B	7	-96
1508	Farf	A	0310	Pie'a	C200542-9	 	   Ni Va 		500	Wild	M4 II M0 V	-1	(844-4)	[4448]	B	7	-512
1900	Farf	A	0310	Pie'a	C200549-A	 	   Ni Va 		400	Wild	M4 II M0 V	0	(843+1)	[85A5]	B	7	96

1105	Farf	E	0311	Tlabratl	E683422-2	 	    Ni 		502	ZhIN	M2 V M5 V	-3	(631-5)	[1111]	B	7	-90
1240	Farf	E	0311	Tlabratl	E683000-2	 	    Di 		002	Wild	M2 V M5 V	-3	(600-2)	[0000]	B	7	-12
1508	Farf	E	0311	Tlabratl	E683000-2	 	    Di 		002	Wild	M2 V M5 V	-3	(600+2)	[0000]	B	7	12
1900	Farf	E	0311	Tlabratl	E683000-2	 	    Di 		002	Wild	M2 V M5 V	-3	(600+3)	[0000]	B	7	18

1105	Farf	E	0312	Shaapl	D6A0867-8	 	   He Ph (ENIL)		214	ZhIN	K4 IV M3 V	-2	(F76-2)	[8658]	Be	12	-1260
1240	Farf	E	0312	Shaapl	D6A0886-6	 	   He Ph (ENIL)		114	Wild	K4 IV M3 V	-2	(A71+1)	[9646]	Be	12	70
1508	Farf	E	0312	Shaapl	D6A0742-7	 	    He (ENIL)		914	Wild	K4 IV M3 V	-2	(A69-2)	[6518]	B	12	-1080
1900	Farf	E	0312	Shaapl	D6A08DJ-A	 	   He Ph (ENIL)		114	Wild	K4 IV M3 V	0	(F7B+1)	[488B]	Be	12	1155

1105	Farf	E	0315	Zdiplil	B672520-6	 	   He Ni 		113	ZhIN	M0 V	-1	(743-5)	[1411]	B	9	-420
1240	Farf	E	0315	Zdiplil	E672000-6	 	   Di He 		013	Wild	M0 V	-3	(700+1)	[0000]	B	9	7
1508	Farf	E	0315	Zdiplil	E672000-6	 	   Di He 		013	Wild	M0 V	-3	(700-2)	[0000]	B	9	-14
1900	Farf	E	0315	Zdiplil	E672000-6	 	   Di He 		013	Wild	M0 V	-3	(700-3)	[0000]	B	9	-21

1105	Farf	I	0322	Carcosa	X400000-0	 	   Ba Va 	R	011	NaHu	F1 III M3 V D	-3	(200-5)	[0000]	B	5	-10
1240	Farf	I	0322	Carcosa	X400000-0	 	   Ba Va 		011	Wild	F1 III M3 V D	-3	(200+1)	[0000]	B	5	2
1508	Farf	I	0322	Carcosa	X400000-0	 	   Ba Va 		011	Wild	F1 III M3 V D	-3	(200+1)	[0000]	B	5	2
1900	Farf	I	0322	Carcosa	X400000-0	 	   Ba Va 		011	Wild	F1 III M3 V D	-3	(200-1)	[0000]	B	5	-2

1105	Farf	I	0324	Pleroo	BA86698-6	 	   Ag Ri Ni 		432	SaCo	M1 V	1	(855+1)	[6756]	BC	10	200
1240	Farf	I	0324	Pleroo	BA86651-5	 	   Ag Ri Ni 		232	Wild	M1 V	1	(857-3)	[A75A]	BC	10	-840
1508	Farf	I	0324	Pleroo	BA86610-5	 	   Ag Ri Ni 		132	Wild	M1 V	1	(853-1)	[6711]	BC	10	-120
1900	Farf	I	0324	Pleroo	BA86699-6	 	   Ag Ri Ni 		232	Wild	M1 V	1	(857+3)	[5728]	BC	10	840

1105	Farf	I	0326	Bytar	A435212-E	 	    Lo 		601	SaCo	K8 V	1	(511-3)	[131A]	B	9	-15
1240	Farf	I	0326	Bytar	D435000-E	 	    Di 		001	Wild	K8 V	-1	(500-2)	[0000]	B	9	-10
1508	Farf	I	0326	Bytar	D435000-E	 	    Di 		001	Wild	K8 V	-1	(500+1)	[0000]	B	9	5
1900	Farf	I	0326	Bytar	D435000-E	 	    Di 		001	Wild	K8 V	-1	(500+1)	[0000]	B	9	5

1105	Farf	I	0327	Mitra	B975740-A	 	    Ag Pi (NIL)		803	SaCo	M3 V	3	(A6C-1)	[2A15]	BCD	9	-720
1240	Farf	I	0327	Mitra	B975776-8	 	    Ag Pi (NIL)		403	Wild	M3 V	1	(A6A+1)	[881C]	BCD	9	600
1508	Farf	I	0327	Mitra	B975797-9	 	    Ag Pi (NIL)		303	Wild	M3 V	2	(A67+2)	[3919]	BCD	9	840
1900	Farf	I	0327	Mitra	B97579A-A	 	    Ag Pi (NIL)		303	Wild	M3 V	3	(A69+4)	[5A68]	BCD	9	2160

1105	Farf	I	0329	Al-Jebel	A430454-C	 	  De Ni Po 	A	301	SaCo	G7 V	1	(734-1)	[253A]	B	7	-84
1240	Farf	I	0329	Al-Jebel	E430000-C	 	  De Di Po 		001	Wild	G7 V	-1	(700+3)	[0000]	B	7	21
1508	Farf	I	0329	Al-Jebel	E430000-C	 	  De Di Po 		001	Wild	G7 V	-1	(700-2)	[0000]	B	7	-14
1900	Farf	I	0329	Al-Jebel	E430000-C	 	  De Di Po 		001	Wild	G7 V	-1	(700+1)	[0000]	B	7	7

1105	Farf	M	0332	Charon	X542000-0	 	  Ba He Po 		020	NaHu	G8 V	-3	(200-5)	[0000]	B	11	-10
1240	Farf	M	0332	Charon	X542000-0	 	  Ba He Po 		020	Wild	G8 V	-3	(200-2)	[0000]	B	11	-4
1508	Farf	M	0332	Charon	X542000-0	 	  Ba He Po 		020	Wild	G8 V	-3	(200+1)	[0000]	B	11	2
1900	Farf	M	0332	Charon	X542000-0	 	  Ba He Po 		020	Wild	G8 V	-3	(200+1)	[0000]	B	11	2

1105	Farf	M	0334	Ralcoan	A782788-9	 	    Ri (NIL)		324	ZhCa	F3 V	2	(F6B+2)	[7959]	BC	17	1980
1240	Farf	M	0334	Ralcoan	A782756-8	 	    Ri (NIL)		124	Wild	F3 V	1	(F6A-1)	[3818]	BC	17	-900
1508	Farf	M	0334	Ralcoan	A782689-8	 	   Ni Ri (NIL)		924	Wild	F3 V	0	(F55-2)	[767B]	BC	17	-750
1900	Farf	M	0334	Ralcoan	A782623-9	 	   Ni Ri (NIL)		824	Wild	F3 V	1	(F53+2)	[9787]	BC	17	450

1105	Farf	M	0340	Onada	B7676B6-9	 	  Ag Ri Ga Ni 		700	ZhCa	F6 V D	2	(856+1)	[5848]	BC	6	240
1240	Farf	M	0340	Onada	B767559-9	 	  Ag Pr Ga Ni 		300	Wild	F6 V D	1	(842+1)	[4639]	BcC	6	64
1508	Farf	M	0340	Onada	B767532-9	 	  Ag Pr Ga Ni 		200	Wild	F6 V D	1	(843+3)	[568D]	BcC	6	288
1900	Farf	M	0340	Onada	B767511-A	 	  Ag Pr Ga Ni 		300	Wild	F6 V D	2	(845+5)	[173B]	BcC	6	800

1105	Farf	A	0401	Etsseltses	E598432-5	 	   Ni Pa 		924	ZhIN	F7 III M3 V	-3	(531-5)	[1111]	Bc	15	-75
1240	Farf	A	0401	Etsseltses	E598000-5	 	    Di 		024	Wild	F7 III M3 V	-3	(500-4)	[0000]	B	15	-20
1508	Farf	A	0401	Etsseltses	E598000-5	 	    Di 		024	Wild	F7 III M3 V	-3	(500-1)	[0000]	B	15	-5
1900	Farf	A	0401	Etsseltses	E598000-5	 	    Di 		024	Wild	F7 III M3 V	-3	(500+3)	[0000]	B	15	15

1105	Farf	A	0406	Vibrie	B42478B-C	 	    Pi (NIL)		404	ZhIN	K6 V	2	(D6C+4)	[997E]	BD	12	3744
1240	Farf	A	0406	Vibrie	X424000-C	 	   Di Pi (NIL)		004	Wild	K6 V	-1	(D00-1)	[0000]	BD	12	-13
1508	Farf	A	0406	Vibrie	X424000-C	 	    Di (NIL)		004	Wild	K6 V	-1	(D00+1)	[0000]	B	12	13
1900	Farf	A	0406	Vibrie	X424000-C	 	    Di (NIL)		004	Wild	K6 V	-1	(D00+2)	[0000]	B	12	26

1105	Farf	A	0409	Olabl	C000578-9	 	   As Va Ni 		302	ZhIN	G6 V	-1	(943-1)	[5459]	B	6	-108
1240	Farf	A	0409	Olabl	C000543-7	 	   As Va Ni 		102	Wild	G6 V	-2	(744-3)	[7365]	B	6	-336
1508	Farf	A	0409	Olabl	C000421-8	 	   As Va Ni 		902	Wild	G6 V	-2	(930+4)	[4279]	B	6	108
1900	Farf	A	0409	Olabl	C000401-A	 	   As Va Ni 		802	Wild	G6 V	0	(932+1)	[146A]	B	6	54

1105	Farf	A	0410	Petszdeneh	B654438-8	 	   Ni Pa 		822	ZhIN	M2 V M5 V	-1	(A32-1)	[4358]	Bc	7	-60
1240	Farf	A	0410	Petszdeneh	B654402-7	 	   Ni Pa 		422	Wild	M2 V M5 V	-1	(635+1)	[6357]	Bc	7	90
1508	Farf	A	0410	Petszdeneh	B654446-7	 	   Ni Pa 		322	Wild	M2 V M5 V	-1	(634-4)	[7328]	Bc	7	-288
1900	Farf	A	0410	Petszdeneh	B654478-8	 	   Ni Pa 		322	Wild	M2 V M5 V	-1	(A33-2)	[2369]	Bc	7	-180

1105	Farf	E	0411	Chiafchti	C430400-7	 	  De Ni Po 		614	ZhIN	M0 V	-2	(631-5)	[1212]	B	10	-90
1240	Farf	E	0411	Chiafchti	C430420-4	 	  De Ni Po 		314	Wild	M0 V	-2	(633+1)	[2215]	B	10	54
1508	Farf	E	0411	Chiafchti	C430454-6	 	  De Ni Po 		414	Wild	M0 V	-2	(632+4)	[7257]	B	10	144
1900	Farf	E	0411	Chiafchti	C430477-6	 	  De Ni Po 		414	Wild	M0 V	-2	(630+2)	[3245]	B	10	36

1105	Farf	E	0412	Iatsoprrel	E591000-0	 	   Ba He 		010	ZhIN	M0 V	-2	(500-5)	[0000]	B	12	-25
1240	Farf	E	0412	Iatsoprrel	E591000-0	 	   Ba He 		010	Wild	M0 V	-3	(500+2)	[0000]	B	12	10
1508	Farf	E	0412	Iatsoprrel	E591000-0	 	   Ba He 		010	Wild	M0 V	-3	(500-3)	[0000]	B	12	-15
1900	Farf	E	0412	Iatsoprrel	E591000-0	 	   Ba He 		010	Wild	M0 V	-3	(500+1)	[0000]	B	12	5

1105	Farf	E	0414	Drrshapl	EA7A000-0	 	   Ba Oc 		014	ZhIN	F2 IV	-3	(400-5)	[0000]	B	13	-20
1240	Farf	E	0414	Drrshapl	EA7A000-0	 	   Ba Oc 		014	Wild	F2 IV	-3	(400+1)	[0000]	B	13	4
1508	Farf	E	0414	Drrshapl	EA7A000-0	 	   Ba Oc 		014	Wild	F2 IV	-3	(400-2)	[0000]	B	13	-8
1900	Farf	E	0414	Drrshapl	EA7A000-0	 	   Ba Oc 		014	Wild	F2 IV	-3	(400-4)	[0000]	B	13	-16

1105	Farf	E	0415	Lochtiakr	E696000-0	 	    Ba 		002	ZhIN	M1 V	-3	(500-5)	[0000]	B	12	-25
1240	Farf	E	0415	Lochtiakr	E696000-0	 	    Ba 		002	Wild	M1 V	-3	(500-1)	[0000]	B	12	-5
1508	Farf	E	0415	Lochtiakr	E696000-0	 	    Ba 		002	Wild	M1 V	-3	(500+5)	[0000]	B	12	25
1900	Farf	E	0415	Lochtiakr	E696000-0	 	    Ba 		002	Wild	M1 V	-3	(500-1)	[0000]	B	12	-5

1105	Farf	E	0416	Zdichiaeshda	E310000-0	 	    Ba 		005	ZhIN	G4 V M7 V	-3	(800-4)	[0000]	B	13	-32
1240	Farf	E	0416	Zdichiaeshda	E310000-0	 	    Ba 		005	Wild	G4 V M7 V	-3	(800-1)	[0000]	B	13	-8
1508	Farf	E	0416	Zdichiaeshda	E310000-0	 	    Ba 		005	Wild	G4 V M7 V	-3	(800+4)	[0000]	B	13	32
